# SOURCE: Computed from weather data using simplified PV model
# DATE: 2026-02-06
# DESCRIPTION: Normalized daily PV power output per kW of installed capacity for three agri-PV density variants (low/medium/high ground coverage)
# UNITS: date=YYYY-MM-DD, density_variant=text, kwh_per_kw_per_day=kWh/kW/day, capacity_factor=dimensionless(0-1)
# LOGIC: PV output = solar_irradiance * tilt_factor(1.05) * temp_factor * (1-system_losses). Temp factor uses cell temp model: T_cell = T_avg + 25C + density_adjustment. Temperature coefficient = -0.4%/C from 25C reference. System losses = 15%.
# DEPENDENCIES: data/precomputed/weather/daily_weather_scenario_001-toy.csv
# ASSUMPTIONS: Fixed-tilt 28deg south-facing panels. Module efficiency ~19%. High density panels run 2C cooler (shading effect), low density run 2C hotter. All panels receive full irradiance (panels above crops, not shaded by each other). Tilt factor approximate; full pvlib model would be more accurate.
weather_scenario_id,date,density_variant,kwh_per_kw_per_day,capacity_factor
001,2017-09-13,high,4.5522,0.1897
001,2017-09-14,low,4.5972,0.1915
001,2017-09-14,medium,4.6407,0.1934
001,2017-09-14,high,4.6842,0.1952
001,2017-09-15,low,4.1824,0.1743
001,2017-09-15,medium,4.2211,0.1759
001,2017-09-15,high,4.2598,0.1775
001,2017-09-16,low,4.2698,0.1779
001,2017-09-16,medium,4.3088,0.1795
001,2017-09-16,high,4.3479,0.1812
001,2017-09-17,low,3.8704,0.1613
001,2017-09-17,medium,3.906,0.1627
001,2017-09-17,high,3.9415,0.1642
001,2017-09-18,low,3.9838,0.166
001,2017-09-18,medium,4.0217,0.1676
001,2017-09-18,high,4.0596,0.1691
001,2017-09-19,low,4.2835,0.1785
001,2017-09-19,medium,4.3232,0.1801
001,2017-09-19,high,4.3629,0.1818
001,2017-09-20,low,4.3245,0.1802
001,2017-09-20,medium,4.3644,0.1819
001,2017-09-20,high,4.4044,0.1835
001,2017-09-21,low,4.1496,0.1729
001,2017-09-21,medium,4.1881,0.1745
001,2017-09-21,high,4.2266,0.1761
001,2017-09-22,low,4.1971,0.1749
001,2017-09-22,medium,4.2368,0.1765
001,2017-09-22,high,4.2765,0.1782
001,2017-09-23,low,4.6971,0.1957
001,2017-09-23,medium,4.7413,0.1976
001,2017-09-23,high,4.7854,0.1994
001,2017-09-24,low,4.1741,0.1739
001,2017-09-24,medium,4.2137,0.1756
001,2017-09-24,high,4.2532,0.1772
001,2017-09-25,low,4.0932,0.1705
001,2017-09-25,medium,4.1309,0.1721
001,2017-09-25,high,4.1686,0.1737
001,2017-09-26,low,3.9354,0.164
001,2017-09-26,medium,3.9719,0.1655
001,2017-09-26,high,4.0083,0.167
001,2017-09-27,low,4.0019,0.1667
001,2017-09-27,medium,4.0381,0.1683
001,2017-09-27,high,4.0743,0.1698
001,2017-09-28,low,4.1706,0.1738
001,2017-09-28,medium,4.2095,0.1754
001,2017-09-28,high,4.2483,0.177
001,2017-09-29,low,4.0743,0.1698
001,2017-09-29,medium,4.1118,0.1713
001,2017-09-29,high,4.1492,0.1729
001,2017-09-30,low,3.8124,0.1588
001,2017-09-30,medium,3.8478,0.1603
001,2017-09-30,high,3.8832,0.1618
001,2017-10-01,low,3.9527,0.1647
001,2017-10-01,medium,3.9888,0.1662
001,2017-10-01,high,4.0249,0.1677
001,2017-10-02,low,3.877,0.1615
001,2017-10-02,medium,3.9127,0.163
001,2017-10-02,high,3.9484,0.1645
001,2017-10-03,low,3.6536,0.1522
001,2017-10-03,medium,3.687,0.1536
001,2017-10-03,high,3.7203,0.155
001,2017-10-04,low,3.9699,0.1654
001,2017-10-04,medium,4.0062,0.1669
001,2017-10-04,high,4.0424,0.1684
001,2017-10-05,low,4.3801,0.1825
001,2017-10-05,medium,4.4201,0.1842
001,2017-10-05,high,4.4602,0.1858
001,2017-10-06,low,3.791,0.158
001,2017-10-06,medium,3.8256,0.1594
001,2017-10-06,high,3.8603,0.1608
001,2017-10-07,low,3.9554,0.1648
001,2017-10-07,medium,3.992,0.1663
001,2017-10-07,high,4.0286,0.1679
001,2017-10-08,low,4.1052,0.1711
001,2017-10-08,medium,4.1426,0.1726
001,2017-10-08,high,4.18,0.1742
001,2017-10-09,low,3.9472,0.1645
001,2017-10-09,medium,3.9835,0.166
001,2017-10-09,high,4.0198,0.1675
001,2017-10-10,low,3.6988,0.1541
001,2017-10-10,medium,3.7331,0.1555
001,2017-10-10,high,3.7675,0.157
001,2017-10-11,low,4.3576,0.1816
001,2017-10-11,medium,4.3975,0.1832
001,2017-10-11,high,4.4373,0.1849
001,2017-10-12,low,3.4212,0.1426
001,2017-10-12,medium,3.4524,0.1438
001,2017-10-12,high,3.4835,0.1451
001,2017-10-13,low,3.8877,0.162
001,2017-10-13,medium,3.9231,0.1635
001,2017-10-13,high,3.9584,0.1649
001,2017-10-14,low,3.6442,0.1518
001,2017-10-14,medium,3.6777,0.1532
001,2017-10-14,high,3.7112,0.1546
001,2017-10-15,low,4.62,0.1925
001,2017-10-15,medium,4.6622,0.1943
001,2017-10-15,high,4.7045,0.196
001,2017-10-16,low,3.6753,0.1531
001,2017-10-16,medium,3.7087,0.1545
001,2017-10-16,high,3.742,0.1559
001,2017-10-17,low,3.8439,0.1602
001,2017-10-17,medium,3.8791,0.1616
001,2017-10-17,high,3.9143,0.1631
001,2017-10-18,low,3.6495,0.1521
001,2017-10-18,medium,3.6824,0.1534
001,2017-10-18,high,3.7153,0.1548
001,2017-10-19,low,3.461,0.1442
001,2017-10-19,medium,3.493,0.1455
001,2017-10-19,high,3.525,0.1469
001,2017-10-20,low,3.9427,0.1643
001,2017-10-20,medium,3.9786,0.1658
001,2017-10-20,high,4.0144,0.1673
001,2017-10-21,low,4.1627,0.1734
001,2017-10-21,medium,4.2002,0.175
001,2017-10-21,high,4.2377,0.1766
001,2017-10-22,low,4.3828,0.1826
001,2017-10-22,medium,4.4223,0.1843
001,2017-10-22,high,4.4619,0.1859
001,2017-10-23,low,3.9046,0.1627
001,2017-10-23,medium,3.9397,0.1642
001,2017-10-23,high,3.9748,0.1656
001,2017-10-24,low,3.0278,0.1262
001,2017-10-24,medium,3.0554,0.1273
001,2017-10-24,high,3.083,0.1285
001,2017-10-25,low,3.6209,0.1509
001,2017-10-25,medium,3.6541,0.1523
001,2017-10-25,high,3.6874,0.1536
001,2017-10-26,low,3.6924,0.1538
001,2017-10-26,medium,3.7258,0.1552
001,2017-10-26,high,3.7592,0.1566
001,2017-10-27,low,4.0957,0.1707
001,2017-10-27,medium,4.1327,0.1722
001,2017-10-27,high,4.1698,0.1737
001,2017-10-28,low,3.9625,0.1651
001,2017-10-28,medium,3.9977,0.1666
001,2017-10-28,high,4.0328,0.168
001,2017-10-29,low,3.1694,0.1321
001,2017-10-29,medium,3.198,0.1333
001,2017-10-29,high,3.2266,0.1344
001,2017-10-30,low,3.3336,0.1389
001,2017-10-30,medium,3.3638,0.1402
001,2017-10-30,high,3.394,0.1414
001,2017-10-31,low,3.3939,0.1414
001,2017-10-31,medium,3.4245,0.1427
001,2017-10-31,high,3.4551,0.144
001,2017-11-01,low,3.4505,0.1438
001,2017-11-01,medium,3.4815,0.1451
001,2017-11-01,high,3.5124,0.1464
001,2017-11-02,low,3.5045,0.146
001,2017-11-02,medium,3.5359,0.1473
001,2017-11-02,high,3.5673,0.1486
001,2017-11-03,low,3.3905,0.1413
001,2017-11-03,medium,3.4211,0.1425
001,2017-11-03,high,3.4517,0.1438
001,2017-11-04,low,3.3558,0.1398
001,2017-11-04,medium,3.3859,0.1411
001,2017-11-04,high,3.4161,0.1423
001,2017-11-05,low,4.3041,0.1793
001,2017-11-05,medium,4.342,0.1809
001,2017-11-05,high,4.3799,0.1825
001,2017-11-06,low,4.4859,0.1869
001,2017-11-06,medium,4.5256,0.1886
001,2017-11-06,high,4.5653,0.1902
001,2017-11-07,low,3.1191,0.13
001,2017-11-07,medium,3.147,0.1311
001,2017-11-07,high,3.1749,0.1323
001,2017-11-08,low,3.3456,0.1394
001,2017-11-08,medium,3.3757,0.1407
001,2017-11-08,high,3.4057,0.1419
001,2017-11-09,low,3.5077,0.1462
001,2017-11-09,medium,3.5384,0.1474
001,2017-11-09,high,3.5691,0.1487
001,2017-11-10,low,2.8122,0.1172
001,2017-11-10,medium,2.8374,0.1182
001,2017-11-10,high,2.8626,0.1193
001,2017-11-11,low,2.9868,0.1244
001,2017-11-11,medium,3.0135,0.1256
001,2017-11-11,high,3.0402,0.1267
001,2017-11-12,low,3.1794,0.1325
001,2017-11-12,medium,3.2083,0.1337
001,2017-11-12,high,3.2373,0.1349
001,2017-11-13,low,3.4021,0.1418
001,2017-11-13,medium,3.4325,0.143
001,2017-11-13,high,3.4629,0.1443
001,2017-11-14,low,2.829,0.1179
001,2017-11-14,medium,2.8545,0.1189
001,2017-11-14,high,2.8801,0.12
001,2017-11-15,low,3.3994,0.1416
001,2017-11-15,medium,3.4299,0.1429
001,2017-11-15,high,3.4604,0.1442
001,2017-11-16,low,3.3802,0.1408
001,2017-11-16,medium,3.4098,0.1421
001,2017-11-16,high,3.4394,0.1433
001,2017-11-17,low,3.3501,0.1396
001,2017-11-17,medium,3.3802,0.1408
001,2017-11-17,high,3.4102,0.1421
001,2017-11-18,low,3.753,0.1564
001,2017-11-18,medium,3.7867,0.1578
001,2017-11-18,high,3.8203,0.1592
001,2017-11-19,low,3.6275,0.1511
001,2017-11-19,medium,3.6597,0.1525
001,2017-11-19,high,3.692,0.1538
001,2017-11-20,low,3.607,0.1503
001,2017-11-20,medium,3.6403,0.1517
001,2017-11-20,high,3.6737,0.1531
001,2017-11-21,low,3.4914,0.1455
001,2017-11-21,medium,3.5219,0.1467
001,2017-11-21,high,3.5525,0.148
001,2017-11-22,low,3.3905,0.1413
001,2017-11-22,medium,3.4211,0.1425
001,2017-11-22,high,3.4517,0.1438
001,2017-11-23,low,3.8354,0.1598
001,2017-11-23,medium,3.8694,0.1612
001,2017-11-23,high,3.9033,0.1626
001,2017-11-24,low,3.3968,0.1415
001,2017-11-24,medium,3.4272,0.1428
001,2017-11-24,high,3.4576,0.1441
001,2017-11-25,low,3.4551,0.144
001,2017-11-25,medium,3.4859,0.1452
001,2017-11-25,high,3.5166,0.1465
001,2017-11-26,low,4.2676,0.1778
001,2017-11-26,medium,4.3055,0.1794
001,2017-11-26,high,4.3433,0.181
001,2017-11-27,low,2.9503,0.1229
001,2017-11-27,medium,2.9765,0.124
001,2017-11-27,high,3.0026,0.1251
001,2017-11-28,low,2.85,0.1188
001,2017-11-28,medium,2.8755,0.1198
001,2017-11-28,high,2.9009,0.1209
001,2017-11-29,low,3.2363,0.1348
001,2017-11-29,medium,3.2648,0.136
001,2017-11-29,high,3.2933,0.1372
001,2017-11-30,low,3.6879,0.1537
001,2017-11-30,medium,3.7209,0.155
001,2017-11-30,high,3.7539,0.1564
001,2017-12-01,low,2.1823,0.0909
001,2017-12-01,medium,2.2016,0.0917
001,2017-12-01,high,2.2208,0.0925
001,2017-12-02,low,3.6533,0.1522
001,2017-12-02,medium,3.6856,0.1536
001,2017-12-02,high,3.7178,0.1549
001,2017-12-03,low,3.4063,0.1419
001,2017-12-03,medium,3.4364,0.1432
001,2017-12-03,high,3.4665,0.1444
001,2017-12-04,low,3.1437,0.131
001,2017-12-04,medium,3.1718,0.1322
001,2017-12-04,high,3.2,0.1333
001,2017-12-05,low,2.7963,0.1165
001,2017-12-05,medium,2.8209,0.1175
001,2017-12-05,high,2.8455,0.1186
001,2017-12-06,low,3.3859,0.1411
001,2017-12-06,medium,3.4161,0.1423
001,2017-12-06,high,3.4462,0.1436
001,2017-12-07,low,3.3528,0.1397
001,2017-12-07,medium,3.3823,0.1409
001,2017-12-07,high,3.4118,0.1422
001,2017-12-08,low,3.0127,0.1255
001,2017-12-08,medium,3.0397,0.1267
001,2017-12-08,high,3.0666,0.1278
001,2017-12-09,low,3.7423,0.1559
001,2017-12-09,medium,3.7756,0.1573
001,2017-12-09,high,3.8089,0.1587
001,2017-12-10,low,3.377,0.1407
001,2017-12-10,medium,3.4073,0.142
001,2017-12-10,high,3.4376,0.1432
001,2017-12-11,low,3.0162,0.1257
001,2017-12-11,medium,3.0429,0.1268
001,2017-12-11,high,3.0696,0.1279
001,2017-12-12,low,2.9701,0.1238
001,2017-12-12,medium,2.9966,0.1249
001,2017-12-12,high,3.0231,0.126
001,2017-12-13,low,3.3417,0.1392
001,2017-12-13,medium,3.3713,0.1405
001,2017-12-13,high,3.4008,0.1417
001,2017-12-14,low,3.238,0.1349
001,2017-12-14,medium,3.267,0.1361
001,2017-12-14,high,3.296,0.1373
001,2017-12-15,low,3.0286,0.1262
001,2017-12-15,medium,3.0552,0.1273
001,2017-12-15,high,3.0817,0.1284
001,2017-12-16,low,2.8589,0.1191
001,2017-12-16,medium,2.8844,0.1202
001,2017-12-16,high,2.9098,0.1212
001,2017-12-17,low,3.4885,0.1454
001,2017-12-17,medium,3.5194,0.1466
001,2017-12-17,high,3.5502,0.1479
001,2017-12-18,low,3.2168,0.134
001,2017-12-18,medium,3.2452,0.1352
001,2017-12-18,high,3.2737,0.1364
001,2017-12-19,low,2.5181,0.1049
001,2017-12-19,medium,2.5403,0.1058
001,2017-12-19,high,2.5625,0.1068
001,2017-12-20,low,2.7916,0.1163
001,2017-12-20,medium,2.8164,0.1173
001,2017-12-20,high,2.8412,0.1184
001,2017-12-21,low,3.5726,0.1489
001,2017-12-21,medium,3.6038,0.1502
001,2017-12-21,high,3.635,0.1515
001,2017-12-22,low,3.4708,0.1446
001,2017-12-22,medium,3.5017,0.1459
001,2017-12-22,high,3.5325,0.1472
001,2017-12-23,low,3.4168,0.1424
001,2017-12-23,medium,3.4472,0.1436
001,2017-12-23,high,3.4775,0.1449
001,2017-12-24,low,3.3109,0.138
001,2017-12-24,medium,3.3402,0.1392
001,2017-12-24,high,3.3696,0.1404
001,2017-12-25,low,3.9357,0.164
001,2017-12-25,medium,3.9707,0.1654
001,2017-12-25,high,4.0056,0.1669
001,2017-12-26,low,3.6595,0.1525
001,2017-12-26,medium,3.6915,0.1538
001,2017-12-26,high,3.7236,0.1552
001,2017-12-27,low,3.1705,0.1321
001,2017-12-27,medium,3.1982,0.1333
001,2017-12-27,high,3.226,0.1344
001,2017-12-28,low,3.8035,0.1585
001,2017-12-28,medium,3.8371,0.1599
001,2017-12-28,high,3.8707,0.1613
001,2017-12-29,low,3.2677,0.1362
001,2017-12-29,medium,3.2967,0.1374
001,2017-12-29,high,3.3257,0.1386
001,2017-12-30,low,4.0466,0.1686
001,2017-12-30,medium,4.0826,0.1701
001,2017-12-30,high,4.1186,0.1716
001,2017-12-31,low,2.8626,0.1193
001,2017-12-31,medium,2.8877,0.1203
001,2017-12-31,high,2.9128,0.1214
001,2018-01-01,low,3.741,0.1559
001,2018-01-01,medium,3.7735,0.1572
001,2018-01-01,high,3.8061,0.1586
001,2018-01-02,low,3.1797,0.1325
001,2018-01-02,medium,3.207,0.1336
001,2018-01-02,high,3.2344,0.1348
001,2018-01-03,low,3.1935,0.1331
001,2018-01-03,medium,3.2212,0.1342
001,2018-01-03,high,3.2489,0.1354
001,2018-01-04,low,3.1229,0.1301
001,2018-01-04,medium,3.1503,0.1313
001,2018-01-04,high,3.1777,0.1324
001,2018-01-05,low,3.5988,0.1499
001,2018-01-05,medium,3.63,0.1513
001,2018-01-05,high,3.6613,0.1526
001,2018-01-06,low,3.6304,0.1513
001,2018-01-06,medium,3.6623,0.1526
001,2018-01-06,high,3.6943,0.1539
001,2018-01-07,low,3.4285,0.1429
001,2018-01-07,medium,3.4582,0.1441
001,2018-01-07,high,3.488,0.1453
001,2018-01-08,low,2.7693,0.1154
001,2018-01-08,medium,2.7934,0.1164
001,2018-01-08,high,2.8176,0.1174
001,2018-01-09,low,3.5432,0.1476
001,2018-01-09,medium,3.5738,0.1489
001,2018-01-09,high,3.6045,0.1502
001,2018-01-10,low,2.5137,0.1047
001,2018-01-10,medium,2.5356,0.1056
001,2018-01-10,high,2.5575,0.1066
001,2018-01-11,low,3.1363,0.1307
001,2018-01-11,medium,3.163,0.1318
001,2018-01-11,high,3.1897,0.1329
001,2018-01-12,low,3.8198,0.1592
001,2018-01-12,medium,3.853,0.1605
001,2018-01-12,high,3.8861,0.1619
001,2018-01-13,low,3.4189,0.1425
001,2018-01-13,medium,3.4481,0.1437
001,2018-01-13,high,3.4773,0.1449
001,2018-01-14,low,3.0944,0.1289
001,2018-01-14,medium,3.1216,0.1301
001,2018-01-14,high,3.1488,0.1312
001,2018-01-15,low,3.8104,0.1588
001,2018-01-15,medium,3.8437,0.1602
001,2018-01-15,high,3.8771,0.1615
001,2018-01-16,low,2.7672,0.1153
001,2018-01-16,medium,2.7914,0.1163
001,2018-01-16,high,2.8156,0.1173
001,2018-01-17,low,2.7877,0.1162
001,2018-01-17,medium,2.8123,0.1172
001,2018-01-17,high,2.8369,0.1182
001,2018-01-18,low,3.5932,0.1497
001,2018-01-18,medium,3.6244,0.151
001,2018-01-18,high,3.6555,0.1523
001,2018-01-19,low,3.8366,0.1599
001,2018-01-19,medium,3.8705,0.1613
001,2018-01-19,high,3.9045,0.1627
001,2018-01-20,low,3.42,0.1425
001,2018-01-20,medium,3.4501,0.1438
001,2018-01-20,high,3.4801,0.145
001,2018-01-21,low,3.7754,0.1573
001,2018-01-21,medium,3.8083,0.1587
001,2018-01-21,high,3.8411,0.16
001,2018-01-22,low,3.2099,0.1337
001,2018-01-22,medium,3.2381,0.1349
001,2018-01-22,high,3.2664,0.1361
001,2018-01-23,low,4.3096,0.1796
001,2018-01-23,medium,4.3467,0.1811
001,2018-01-23,high,4.3839,0.1827
001,2018-01-24,low,3.9459,0.1644
001,2018-01-24,medium,3.9801,0.1658
001,2018-01-24,high,4.0143,0.1673
001,2018-01-25,low,3.5499,0.1479
001,2018-01-25,medium,3.5806,0.1492
001,2018-01-25,high,3.6113,0.1505
001,2018-01-26,low,4.0375,0.1682
001,2018-01-26,medium,4.0727,0.1697
001,2018-01-26,high,4.1079,0.1712
001,2018-01-27,low,3.0274,0.1261
001,2018-01-27,medium,3.0536,0.1272
001,2018-01-27,high,3.0797,0.1283
001,2018-01-28,low,3.4578,0.1441
001,2018-01-28,medium,3.4882,0.1453
001,2018-01-28,high,3.5185,0.1466
001,2018-01-29,low,3.0423,0.1268
001,2018-01-29,medium,3.0688,0.1279
001,2018-01-29,high,3.0953,0.129
001,2018-01-30,low,3.1748,0.1323
001,2018-01-30,medium,3.2025,0.1334
001,2018-01-30,high,3.2302,0.1346
001,2018-01-31,low,3.5202,0.1467
001,2018-01-31,medium,3.5509,0.148
001,2018-01-31,high,3.5815,0.1492
001,2018-02-01,low,3.673,0.153
001,2018-02-01,medium,3.7047,0.1544
001,2018-02-01,high,3.7365,0.1557
001,2018-02-02,low,3.7312,0.1555
001,2018-02-02,medium,3.7638,0.1568
001,2018-02-02,high,3.7963,0.1582
001,2018-02-03,low,3.8372,0.1599
001,2018-02-03,medium,3.8702,0.1613
001,2018-02-03,high,3.9032,0.1626
001,2018-02-04,low,3.8922,0.1622
001,2018-02-04,medium,3.926,0.1636
001,2018-02-04,high,3.9598,0.165
001,2018-02-05,low,3.3705,0.1404
001,2018-02-05,medium,3.3996,0.1417
001,2018-02-05,high,3.4287,0.1429
001,2018-02-06,low,3.1901,0.1329
001,2018-02-06,medium,3.2183,0.1341
001,2018-02-06,high,3.2466,0.1353
001,2018-02-07,low,3.5419,0.1476
001,2018-02-07,medium,3.573,0.1489
001,2018-02-07,high,3.6041,0.1502
001,2018-02-08,low,3.2684,0.1362
001,2018-02-08,medium,3.2968,0.1374
001,2018-02-08,high,3.3253,0.1386
001,2018-02-09,low,3.8031,0.1585
001,2018-02-09,medium,3.8368,0.1599
001,2018-02-09,high,3.8705,0.1613
001,2018-02-10,low,4.1894,0.1746
001,2018-02-10,medium,4.2259,0.1761
001,2018-02-10,high,4.2624,0.1776
001,2018-02-11,low,3.6962,0.154
001,2018-02-11,medium,3.7287,0.1554
001,2018-02-11,high,3.7612,0.1567
001,2018-02-12,low,3.3497,0.1396
001,2018-02-12,medium,3.379,0.1408
001,2018-02-12,high,3.4082,0.142
001,2018-02-13,low,3.8864,0.1619
001,2018-02-13,medium,3.9207,0.1634
001,2018-02-13,high,3.955,0.1648
001,2018-02-14,low,4.1957,0.1748
001,2018-02-14,medium,4.2328,0.1764
001,2018-02-14,high,4.2698,0.1779
001,2018-02-15,low,3.9001,0.1625
001,2018-02-15,medium,3.9342,0.1639
001,2018-02-15,high,3.9684,0.1653
001,2018-02-16,low,3.913,0.163
001,2018-02-16,medium,3.9474,0.1645
001,2018-02-16,high,3.9818,0.1659
001,2018-02-17,low,4.7198,0.1967
001,2018-02-17,medium,4.7604,0.1984
001,2018-02-17,high,4.801,0.2
001,2018-02-18,low,3.9047,0.1627
001,2018-02-18,medium,3.9388,0.1641
001,2018-02-18,high,3.9728,0.1655
001,2018-02-19,low,3.7614,0.1567
001,2018-02-19,medium,3.7943,0.1581
001,2018-02-19,high,3.8272,0.1595
001,2018-02-20,low,4.1475,0.1728
001,2018-02-20,medium,4.184,0.1743
001,2018-02-20,high,4.2204,0.1759
001,2018-02-21,low,4.0158,0.1673
001,2018-02-21,medium,4.0509,0.1688
001,2018-02-21,high,4.0859,0.1702
001,2018-02-22,low,3.9726,0.1655
001,2018-02-22,medium,4.0081,0.167
001,2018-02-22,high,4.0436,0.1685
001,2018-02-23,low,3.601,0.15
001,2018-02-23,medium,3.6329,0.1514
001,2018-02-23,high,3.6649,0.1527
001,2018-02-24,low,3.9864,0.1661
001,2018-02-24,medium,4.0216,0.1676
001,2018-02-24,high,4.0568,0.169
001,2018-02-25,low,3.9731,0.1655
001,2018-02-25,medium,4.0082,0.167
001,2018-02-25,high,4.0433,0.1685
001,2018-02-26,low,3.9212,0.1634
001,2018-02-26,medium,3.9555,0.1648
001,2018-02-26,high,3.9898,0.1662
001,2018-02-27,low,3.9025,0.1626
001,2018-02-27,medium,3.9365,0.164
001,2018-02-27,high,3.9705,0.1654
001,2018-02-28,low,4.3875,0.1828
001,2018-02-28,medium,4.4262,0.1844
001,2018-02-28,high,4.4649,0.186
001,2018-03-01,low,4.0772,0.1699
001,2018-03-01,medium,4.1131,0.1714
001,2018-03-01,high,4.149,0.1729
001,2018-03-02,low,3.8982,0.1624
001,2018-03-02,medium,3.9322,0.1638
001,2018-03-02,high,3.9662,0.1653
001,2018-03-03,low,4.4812,0.1867
001,2018-03-03,medium,4.5206,0.1884
001,2018-03-03,high,4.5601,0.19
001,2018-03-04,low,3.8633,0.161
001,2018-03-04,medium,3.8976,0.1624
001,2018-03-04,high,3.9319,0.1638
001,2018-03-05,low,3.7852,0.1577
001,2018-03-05,medium,3.8179,0.1591
001,2018-03-05,high,3.8506,0.1604
001,2018-03-06,low,4.6916,0.1955
001,2018-03-06,medium,4.7326,0.1972
001,2018-03-06,high,4.7737,0.1989
001,2018-03-07,low,4.4721,0.1863
001,2018-03-07,medium,4.5115,0.188
001,2018-03-07,high,4.5508,0.1896
001,2018-03-08,low,4.2475,0.177
001,2018-03-08,medium,4.286,0.1786
001,2018-03-08,high,4.3244,0.1802
001,2018-03-09,low,3.6008,0.15
001,2018-03-09,medium,3.6326,0.1514
001,2018-03-09,high,3.6645,0.1527
001,2018-03-10,low,4.3251,0.1802
001,2018-03-10,medium,4.3631,0.1818
001,2018-03-10,high,4.4012,0.1834
001,2018-03-11,low,4.0064,0.1669
001,2018-03-11,medium,4.0421,0.1684
001,2018-03-11,high,4.0778,0.1699
001,2018-03-12,low,4.1884,0.1745
001,2018-03-12,medium,4.2251,0.176
001,2018-03-12,high,4.2617,0.1776
001,2018-03-13,low,4.2138,0.1756
001,2018-03-13,medium,4.2514,0.1771
001,2018-03-13,high,4.2889,0.1787
001,2018-03-14,low,4.2386,0.1766
001,2018-03-14,medium,4.2761,0.1782
001,2018-03-14,high,4.3136,0.1797
001,2018-03-15,low,3.9093,0.1629
001,2018-03-15,medium,3.9439,0.1643
001,2018-03-15,high,3.9784,0.1658
001,2018-03-16,low,4.1412,0.1726
001,2018-03-16,medium,4.1786,0.1741
001,2018-03-16,high,4.2159,0.1757
001,2018-03-17,low,4.7497,0.1979
001,2018-03-17,medium,4.7913,0.1996
001,2018-03-17,high,4.8328,0.2014
001,2018-03-18,low,4.4452,0.1852
001,2018-03-18,medium,4.4842,0.1868
001,2018-03-18,high,4.5232,0.1885
001,2018-03-19,low,4.2147,0.1756
001,2018-03-19,medium,4.2519,0.1772
001,2018-03-19,high,4.2891,0.1787
001,2018-03-20,low,3.9265,0.1636
001,2018-03-20,medium,3.9617,0.1651
001,2018-03-20,high,3.9968,0.1665
001,2018-03-21,low,4.2592,0.1775
001,2018-03-21,medium,4.2967,0.179
001,2018-03-21,high,4.3342,0.1806
001,2018-03-22,low,4.7029,0.196
001,2018-03-22,medium,4.7438,0.1977
001,2018-03-22,high,4.7847,0.1994
001,2018-03-23,low,4.4722,0.1863
001,2018-03-23,medium,4.512,0.188
001,2018-03-23,high,4.5519,0.1897
001,2018-03-24,low,4.4511,0.1855
001,2018-03-24,medium,4.4907,0.1871
001,2018-03-24,high,4.5304,0.1888
001,2018-03-25,low,4.4508,0.1854
001,2018-03-25,medium,4.4911,0.1871
001,2018-03-25,high,4.5313,0.1888
001,2018-03-26,low,4.1187,0.1716
001,2018-03-26,medium,4.1556,0.1731
001,2018-03-26,high,4.1925,0.1747
001,2018-03-27,low,4.2913,0.1788
001,2018-03-27,medium,4.3294,0.1804
001,2018-03-27,high,4.3675,0.182
001,2018-03-28,low,4.6045,0.1919
001,2018-03-28,medium,4.6464,0.1936
001,2018-03-28,high,4.6882,0.1953
001,2018-03-29,low,4.7462,0.1978
001,2018-03-29,medium,4.7879,0.1995
001,2018-03-29,high,4.8296,0.2012
001,2018-03-30,low,5.2212,0.2176
001,2018-03-30,medium,5.2675,0.2195
001,2018-03-30,high,5.3139,0.2214
001,2018-03-31,low,4.0089,0.167
001,2018-03-31,medium,4.0448,0.1685
001,2018-03-31,high,4.0808,0.17
001,2018-04-01,low,4.3748,0.1823
001,2018-04-01,medium,4.4143,0.1839
001,2018-04-01,high,4.4538,0.1856
001,2018-04-02,low,4.5975,0.1916
001,2018-04-02,medium,4.6384,0.1933
001,2018-04-02,high,4.6793,0.195
001,2018-04-03,low,4.6736,0.1947
001,2018-04-03,medium,4.7154,0.1965
001,2018-04-03,high,4.7573,0.1982
001,2018-04-04,low,4.6994,0.1958
001,2018-04-04,medium,4.7407,0.1975
001,2018-04-04,high,4.7821,0.1993
001,2018-04-05,low,4.1903,0.1746
001,2018-04-05,medium,4.2277,0.1762
001,2018-04-05,high,4.2652,0.1777
001,2018-04-06,low,4.8092,0.2004
001,2018-04-06,medium,4.8527,0.2022
001,2018-04-06,high,4.8961,0.204
001,2018-04-07,low,4.7223,0.1968
001,2018-04-07,medium,4.7645,0.1985
001,2018-04-07,high,4.8066,0.2003
001,2018-04-08,low,4.8539,0.2022
001,2018-04-08,medium,4.8977,0.2041
001,2018-04-08,high,4.9414,0.2059
001,2018-04-09,low,4.2869,0.1786
001,2018-04-09,medium,4.3256,0.1802
001,2018-04-09,high,4.3643,0.1818
001,2018-04-10,low,4.479,0.1866
001,2018-04-10,medium,4.5193,0.1883
001,2018-04-10,high,4.5595,0.19
001,2018-04-11,low,4.8853,0.2036
001,2018-04-11,medium,4.9293,0.2054
001,2018-04-11,high,4.9733,0.2072
001,2018-04-12,low,4.5307,0.1888
001,2018-04-12,medium,4.5714,0.1905
001,2018-04-12,high,4.6121,0.1922
001,2018-04-13,low,5.0735,0.2114
001,2018-04-13,medium,5.1191,0.2133
001,2018-04-13,high,5.1647,0.2152
001,2018-04-14,low,4.7052,0.1961
001,2018-04-14,medium,4.7481,0.1978
