day,small_household_energy_kwh,medium_household_energy_kwh,large_household_energy_kwh,small_household_water_m3,medium_household_water_m3,large_household_water_m3,office_admin_energy_kwh,non_conditioned_warehouse_energy_kwh,climate_controlled_warehouse_energy_kwh,chilled_warehouse_energy_kwh,meeting_hall_energy_kwh,workshop_maintenance_energy_kwh,office_admin_water_m3,non_conditioned_warehouse_water_m3,climate_controlled_warehouse_water_m3,chilled_warehouse_water_m3,meeting_hall_water_m3,workshop_maintenance_water_m3,total_household_energy_kwh,total_building_energy_kwh,total_community_energy_kwh,total_household_water_m3,total_building_water_m3,total_water_m3
2015-10-10,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.225,16.42,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.545,735.045,16.05,11.655,27.705
2015-10-11,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.75,16.64,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,143.29,735.79,16.05,11.655,27.705
2015-10-12,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.95,17.12,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.97,737.47,16.05,11.655,27.705
2015-10-13,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.05,15.12,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.07,730.57,16.05,11.655,27.705
2015-10-14,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,25.0,17.55,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,158.155,809.905,17.655,12.765,30.42
2015-10-15,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.675,17.01,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.585,737.085,16.05,11.655,27.705
2015-10-16,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.425,16.91,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.235,736.735,16.05,11.655,27.705
2015-10-17,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.5,16.53,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.93,735.43,16.05,11.655,27.705
2015-10-18,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.175,15.99,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,141.065,733.565,16.05,11.655,27.705
2015-10-19,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.625,16.58,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,143.105,735.605,16.05,11.655,27.705
2015-10-20,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.225,16.42,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.545,735.045,16.05,11.655,27.705
2015-10-21,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.45,15.29,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.64,731.14,16.05,11.655,27.705
2015-10-22,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,18.65,14.96,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,137.51,730.01,16.05,11.655,27.705
2015-10-23,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.225,15.61,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,139.735,732.235,16.05,11.655,27.705
2015-10-24,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.825,17.07,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.795,737.295,16.05,11.655,27.705
2015-10-25,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.25,13.99,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.355,663.605,16.05,11.655,27.705
2015-10-26,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.325,13.61,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.65,661.9,16.05,11.655,27.705
2015-10-27,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.45,15.29,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.64,731.14,16.05,11.655,27.705
2015-10-28,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,18.9,15.07,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,137.87,730.37,16.05,11.655,27.705
2015-10-29,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.05,15.12,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.07,730.57,16.05,11.655,27.705
2015-10-30,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.05,15.12,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.07,730.57,16.05,11.655,27.705
2015-10-31,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.575,14.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.22,665.47,16.05,11.655,27.705
2015-11-01,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.95,16.31,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.16,734.66,16.05,11.655,27.705
2015-11-02,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.475,12.86,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.05,659.3,16.05,11.655,27.705
2015-11-03,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.325,13.61,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.65,661.9,16.05,11.655,27.705
2015-11-04,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.05,14.31,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.475,664.725,16.05,11.655,27.705
2015-11-05,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.675,12.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.92,658.17,16.05,11.655,27.705
2015-11-06,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.4,14.04,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.555,663.805,16.05,11.655,27.705
2015-11-07,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.025,15.93,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,140.855,733.355,16.05,11.655,27.705
2015-11-08,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.525,14.1,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.74,663.99,16.05,11.655,27.705
2015-11-09,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.8,14.21,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.125,664.375,16.05,11.655,27.705
2015-11-10,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.675,12.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.92,658.17,16.05,11.655,27.705
2015-11-11,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.15,13.13,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.995,660.245,16.05,11.655,27.705
2015-11-12,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.675,13.34,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,127.73,660.98,16.05,11.655,27.705
2015-11-13,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.55,13.29,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,127.555,660.805,16.05,11.655,27.705
2015-11-14,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,18.65,14.96,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,137.51,730.01,16.05,11.655,27.705
2015-11-15,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.525,14.1,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.74,663.99,16.05,11.655,27.705
2015-11-16,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.9,12.21,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.825,657.075,16.05,11.655,27.705
2015-11-17,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.325,13.61,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.65,661.9,16.05,11.655,27.705
2015-11-18,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,15.725,13.77,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,129.61,662.86,16.05,11.655,27.705
2015-11-19,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.325,14.42,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.86,665.11,16.05,11.655,27.705
2015-11-20,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,18.25,14.8,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,136.95,729.45,16.05,11.655,27.705
2015-11-21,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.225,11.94,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.31,589.31,15.246,11.1,26.346
2015-11-22,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.5,12.05,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.695,589.695,15.246,11.1,26.346
2015-11-23,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.175,11.51,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.83,587.83,15.246,11.1,26.346
2015-11-24,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.675,12.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.92,658.17,16.05,11.655,27.705
2015-11-25,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.4,13.23,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,127.345,660.595,16.05,11.655,27.705
2015-11-26,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,15.6,13.72,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,129.435,662.685,16.05,11.655,27.705
2015-11-27,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.55,12.48,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.745,657.995,16.05,11.655,27.705
2015-11-28,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.75,12.15,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.615,656.865,16.05,11.655,27.705
2015-11-29,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.825,12.59,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,125.13,658.38,16.05,11.655,27.705
2015-11-30,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.025,11.45,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.62,587.62,15.246,11.1,26.346
2015-12-01,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.725,14.58,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.42,665.67,16.05,11.655,27.705
2015-12-02,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.65,10.48,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.275,584.275,15.246,11.1,26.346
2015-12-03,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.275,12.37,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.36,657.61,16.05,11.655,27.705
2015-12-04,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.05,14.31,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.475,664.725,16.05,11.655,27.705
2015-12-05,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.5,12.05,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.695,589.695,15.246,11.1,26.346
2015-12-06,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.825,11.78,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.75,588.75,15.246,11.1,26.346
2015-12-07,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.3,11.56,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.005,588.005,15.246,11.1,26.346
2015-12-08,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.575,11.67,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.39,588.39,15.246,11.1,26.346
2015-12-09,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.55,13.29,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,127.555,660.805,16.05,11.655,27.705
2015-12-10,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,5.0,9.4,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,106.545,580.545,15.246,11.1,26.346
2015-12-11,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.8,13.4,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,127.915,661.165,16.05,11.655,27.705
2015-12-12,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,6.725,10.1,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,108.97,582.97,15.246,11.1,26.346
2015-12-13,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.775,11.34,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.26,587.26,15.246,11.1,26.346
2015-12-14,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.1,11.07,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.315,586.315,15.246,11.1,26.346
2015-12-15,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.75,12.15,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.615,656.865,16.05,11.655,27.705
2015-12-16,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,5.8,9.72,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,107.665,581.665,15.246,11.1,26.346
2015-12-17,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.225,11.94,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.31,589.31,15.246,11.1,26.346
2015-12-18,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.2,13.56,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.475,661.725,16.05,11.655,27.705
2015-12-19,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,6.2,9.89,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,108.235,582.235,15.246,11.1,26.346
2015-12-20,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.175,11.51,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.83,587.83,15.246,11.1,26.346
2015-12-21,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.775,10.53,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.45,584.45,15.246,11.1,26.346
2015-12-22,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.575,11.67,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.39,588.39,15.246,11.1,26.346
2015-12-23,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.375,11.18,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.7,586.7,15.246,11.1,26.346
2015-12-24,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.525,10.43,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.1,584.1,15.246,11.1,26.346
2015-12-25,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.425,11.61,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.18,588.18,15.246,11.1,26.346
2015-12-26,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.875,13.02,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.61,659.86,16.05,11.655,27.705
2015-12-27,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.575,10.86,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,111.58,585.58,15.246,11.1,26.346
2015-12-28,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.825,11.78,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.75,588.75,15.246,11.1,26.346
2015-12-29,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,5.525,9.62,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,107.29,581.29,15.246,11.1,26.346
2015-12-30,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,6.325,9.94,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,108.41,582.41,15.246,11.1,26.346
2015-12-31,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.025,11.45,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.62,587.62,15.246,11.1,26.346
2016-01-01,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.475,13.67,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.86,662.11,16.05,11.655,27.705
2016-01-02,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.425,12.42,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.56,657.81,16.05,11.655,27.705
2016-01-03,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.7,11.72,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.565,588.565,15.246,11.1,26.346
2016-01-04,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.35,11.99,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.485,589.485,15.246,11.1,26.346
2016-01-05,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.05,10.64,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.835,584.835,15.246,11.1,26.346
2016-01-06,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.95,12.64,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,125.305,658.555,16.05,11.655,27.705
2016-01-07,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.6,12.91,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.225,659.475,16.05,11.655,27.705
2016-01-08,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.025,11.45,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.62,587.62,15.246,11.1,26.346
2016-01-09,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.025,11.45,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.62,587.62,15.246,11.1,26.346
2016-01-10,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.9,12.21,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.825,657.075,16.05,11.655,27.705
2016-01-11,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.025,11.45,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.62,587.62,15.246,11.1,26.346
2016-01-12,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.1,11.88,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.125,589.125,15.246,11.1,26.346
2016-01-13,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.8,14.21,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.125,664.375,16.05,11.655,27.705
2016-01-14,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.575,11.67,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.39,588.39,15.246,11.1,26.346
2016-01-15,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.3,11.56,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.005,588.005,15.246,11.1,26.346
2016-01-16,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.5,11.24,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.885,586.885,15.246,11.1,26.346
2016-01-17,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.225,12.75,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,125.69,658.94,16.05,11.655,27.705
2016-01-18,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.7,11.72,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.565,588.565,15.246,11.1,26.346
2016-01-19,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.5,11.24,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.885,586.885,15.246,11.1,26.346
2016-01-20,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.675,13.34,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,127.73,660.98,16.05,11.655,27.705
2016-01-21,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.075,13.5,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.29,661.54,16.05,11.655,27.705
2016-01-22,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.65,11.29,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.085,587.085,15.246,11.1,26.346
2016-01-23,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,6.325,9.94,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,108.41,582.41,15.246,11.1,26.346
2016-01-24,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.0,13.07,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.785,660.035,16.05,11.655,27.705
2016-01-25,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.5,11.24,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.885,586.885,15.246,11.1,26.346
2016-01-26,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.475,12.86,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.05,659.3,16.05,11.655,27.705
2016-01-27,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,6.2,9.89,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,108.235,582.235,15.246,11.1,26.346
2016-01-28,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.875,13.02,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.61,659.86,16.05,11.655,27.705
2016-01-29,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.325,10.75,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,111.22,585.22,15.246,11.1,26.346
2016-01-30,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.6,12.91,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.225,659.475,16.05,11.655,27.705
2016-01-31,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.75,12.15,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.615,656.865,16.05,11.655,27.705
2016-02-01,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.25,11.13,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.525,586.525,15.246,11.1,26.346
2016-02-02,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.7,11.72,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.565,588.565,15.246,11.1,26.346
2016-02-03,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.75,12.96,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.425,659.675,16.05,11.655,27.705
2016-02-04,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.275,12.37,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.36,657.61,16.05,11.655,27.705
2016-02-05,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.6,12.91,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.225,659.475,16.05,11.655,27.705
2016-02-06,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.325,14.42,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.86,665.11,16.05,11.655,27.705
2016-02-07,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,8.05,10.64,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,110.835,584.835,15.246,11.1,26.346
2016-02-08,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.525,14.1,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.74,663.99,16.05,11.655,27.705
2016-02-09,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.675,12.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.92,658.17,16.05,11.655,27.705
2016-02-10,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.175,11.51,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.83,587.83,15.246,11.1,26.346
2016-02-11,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.1,11.07,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.315,586.315,15.246,11.1,26.346
2016-02-12,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.15,12.32,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.185,657.435,16.05,11.655,27.705
2016-02-13,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.2,13.56,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.475,661.725,16.05,11.655,27.705
2016-02-14,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.55,12.48,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,124.745,657.995,16.05,11.655,27.705
2016-02-15,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.05,14.31,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.475,664.725,16.05,11.655,27.705
2016-02-16,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.25,11.13,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.525,586.525,15.246,11.1,26.346
2016-02-17,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.225,12.75,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,125.69,658.94,16.05,11.655,27.705
2016-02-18,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.025,11.45,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.62,587.62,15.246,11.1,26.346
