# SOURCE: Computed from weather data using Weibull-integrated power curve model
# DATE: 2026-02-06
# DESCRIPTION: Normalized daily wind power output per kW of rated capacity for turbine variants (small 10kW, medium 25kW, large 50kW)
# UNITS: date=YYYY-MM-DD, turbine_variant=text, kwh_per_kw_per_day=kWh/kW/day, capacity_factor=dimensionless(0-1)
# LOGIC: Power curve model with cut-in/rated/cut-out speeds integrated over Weibull (Rayleigh, k=2) wind speed distribution. Below cut-in: 0. Cut-in to rated: cubic relationship. Rated to cut-out: full power. Above cut-out: 0. Wind shear correction applied (alpha=0.17) to scale from 10m measurement height to hub height. Weibull scale parameter derived from hub-height daily average wind speed.
# DEPENDENCIES: data/precomputed/weather/daily_weather_scenario_001-toy.csv, settings/data_registry.yaml (equipment.wind_turbines)
# ASSUMPTIONS: Turbines designed for low-wind sites (IEC Class III/IV). Small turbine (10kW): cut-in 2.5 m/s, rated 11.0 m/s, cut-out 25.0 m/s, hub 30m. Medium turbine (25kW): cut-in 3.2 m/s, rated 11.0 m/s, cut-out 25.0 m/s, hub 30m. Large turbine (50kW): cut-in 3.5 m/s, rated 10.0 m/s, cut-out 25.0 m/s, hub 37m. Wind at measurement height (10m) scaled to hub height using power law (alpha=0.17). Hourly wind speeds follow Rayleigh distribution (Weibull k=2).
weather_scenario_id,date,turbine_variant,kwh_per_kw_per_day,capacity_factor
001,2018-09-02,large,0.5185,0.0216
001,2018-09-03,small,0.2964,0.0123
001,2018-09-03,medium,0.1957,0.0082
001,2018-09-03,large,0.3118,0.013
001,2018-09-04,small,6.495,0.2706
001,2018-09-04,medium,6.1152,0.2548
001,2018-09-04,large,7.8776,0.3282
001,2018-09-05,small,0.5499,0.0229
001,2018-09-05,medium,0.4009,0.0167
001,2018-09-05,large,0.6449,0.0269
001,2018-09-06,small,0.4209,0.0175
001,2018-09-06,medium,0.2945,0.0123
001,2018-09-06,large,0.4729,0.0197
001,2018-09-07,small,0.3524,0.0147
001,2018-09-07,medium,0.2396,0.01
001,2018-09-07,large,0.3834,0.016
001,2018-09-08,small,0.1936,0.0081
001,2018-09-08,medium,0.1185,0.0049
001,2018-09-08,large,0.1858,0.0077
001,2018-09-09,small,0.2138,0.0089
001,2018-09-09,medium,0.1333,0.0056
001,2018-09-09,large,0.2099,0.0087
001,2018-09-10,small,0.4794,0.02
001,2018-09-10,medium,0.3423,0.0143
001,2018-09-10,large,0.5504,0.0229
001,2018-09-11,small,0.4322,0.018
001,2018-09-11,medium,0.3037,0.0127
001,2018-09-11,large,0.4878,0.0203
001,2018-09-12,small,0.1747,0.0073
001,2018-09-12,medium,0.1049,0.0044
001,2018-09-12,large,0.1638,0.0068
001,2018-09-13,small,0.2245,0.0094
001,2018-09-13,medium,0.1412,0.0059
001,2018-09-13,large,0.2227,0.0093
001,2018-09-14,small,1.3876,0.0578
001,2018-09-14,medium,1.1431,0.0476
001,2018-09-14,large,1.7809,0.0742
001,2018-09-15,small,0.149,0.0062
001,2018-09-15,medium,0.0868,0.0036
001,2018-09-15,large,0.1344,0.0056
001,2018-09-16,small,0.2103,0.0088
001,2018-09-16,medium,0.1307,0.0054
001,2018-09-16,large,0.2057,0.0086
001,2018-09-17,small,0.6493,0.0271
001,2018-09-17,medium,0.485,0.0202
001,2018-09-17,large,0.7791,0.0325
001,2018-09-18,small,12.3544,0.5148
001,2018-09-18,medium,12.0398,0.5017
001,2018-09-18,large,13.7284,0.572
001,2018-09-19,small,0.1572,0.0066
001,2018-09-19,medium,0.0925,0.0039
001,2018-09-19,large,0.1437,0.006
001,2018-09-20,small,0.2547,0.0106
001,2018-09-20,medium,0.1638,0.0068
001,2018-09-20,large,0.2597,0.0108
001,2018-09-21,small,0.1167,0.0049
001,2018-09-21,medium,0.0648,0.0027
001,2018-09-21,large,0.099,0.0041
001,2018-09-22,small,0.1601,0.0067
001,2018-09-22,medium,0.0945,0.0039
001,2018-09-22,large,0.1469,0.0061
001,2018-09-23,small,0.0898,0.0037
001,2018-09-23,medium,0.0472,0.002
001,2018-09-23,large,0.0711,0.003
001,2018-09-24,small,0.0825,0.0034
001,2018-09-24,medium,0.0426,0.0018
001,2018-09-24,large,0.0639,0.0027
001,2018-09-25,small,0.2834,0.0118
001,2018-09-25,medium,0.1857,0.0077
001,2018-09-25,large,0.2955,0.0123
001,2018-09-26,small,0.5301,0.0221
001,2018-09-26,medium,0.3843,0.016
001,2018-09-26,large,0.6182,0.0258
001,2018-09-27,small,0.6418,0.0267
001,2018-09-27,medium,0.4786,0.0199
001,2018-09-27,large,0.769,0.032
001,2018-09-28,small,0.5772,0.0241
001,2018-09-28,medium,0.4239,0.0177
001,2018-09-28,large,0.6816,0.0284
001,2018-09-29,small,0.5842,0.0243
001,2018-09-29,medium,0.4297,0.0179
001,2018-09-29,large,0.691,0.0288
001,2018-09-30,small,2.7616,0.1151
001,2018-09-30,medium,2.4393,0.1016
001,2018-09-30,large,3.5597,0.1483
001,2018-10-01,small,0.727,0.0303
001,2018-10-01,medium,0.5518,0.023
001,2018-10-01,large,0.8848,0.0369
001,2018-10-02,small,0.4043,0.0168
001,2018-10-02,medium,0.2811,0.0117
001,2018-10-02,large,0.4511,0.0188
001,2018-10-03,small,1.4851,0.0619
001,2018-10-03,medium,1.2328,0.0514
001,2018-10-03,large,1.9113,0.0796
001,2018-10-04,small,1.2372,0.0515
001,2018-10-04,medium,1.0055,0.0419
001,2018-10-04,large,1.5784,0.0658
001,2018-10-05,small,0.3235,0.0135
001,2018-10-05,medium,0.2168,0.009
001,2018-10-05,large,0.3463,0.0144
001,2018-10-06,small,0.4495,0.0187
001,2018-10-06,medium,0.3178,0.0132
001,2018-10-06,large,0.5107,0.0213
001,2018-10-07,small,0.3052,0.0127
001,2018-10-07,medium,0.2026,0.0084
001,2018-10-07,large,0.323,0.0135
001,2018-10-08,small,0.1309,0.0055
001,2018-10-08,medium,0.0743,0.0031
001,2018-10-08,large,0.1144,0.0048
001,2018-10-09,small,0.126,0.0053
001,2018-10-09,medium,0.071,0.003
001,2018-10-09,large,0.1091,0.0045
001,2018-10-10,small,0.8635,0.036
001,2018-10-10,medium,0.6709,0.028
001,2018-10-10,large,1.0708,0.0446
001,2018-10-11,small,0.2069,0.0086
001,2018-10-11,medium,0.1282,0.0053
001,2018-10-11,large,0.2016,0.0084
001,2018-10-12,small,0.1601,0.0067
001,2018-10-12,medium,0.0945,0.0039
001,2018-10-12,large,0.1469,0.0061
001,2018-10-13,small,0.8725,0.0364
001,2018-10-13,medium,0.6788,0.0283
001,2018-10-13,large,1.0831,0.0451
001,2018-10-14,small,0.2547,0.0106
001,2018-10-14,medium,0.1638,0.0068
001,2018-10-14,large,0.2597,0.0108
001,2018-10-15,small,0.4673,0.0195
001,2018-10-15,medium,0.3324,0.0138
001,2018-10-15,large,0.5343,0.0223
001,2018-10-16,small,0.2667,0.0111
001,2018-10-16,medium,0.173,0.0072
001,2018-10-16,large,0.2747,0.0114
001,2018-10-17,small,0.4495,0.0187
001,2018-10-17,medium,0.3178,0.0132
001,2018-10-17,large,0.5107,0.0213
001,2018-10-18,small,0.1658,0.0069
001,2018-10-18,medium,0.0986,0.0041
001,2018-10-18,large,0.1535,0.0064
001,2018-10-19,small,7.5774,0.3157
001,2018-10-19,medium,7.2,0.3
001,2018-10-19,large,9.0308,0.3763
001,2018-10-20,small,0.2318,0.0097
001,2018-10-20,medium,0.1466,0.0061
001,2018-10-20,large,0.2316,0.0097
001,2018-10-21,small,0.0917,0.0038
001,2018-10-21,medium,0.0484,0.002
001,2018-10-21,large,0.073,0.003
001,2018-10-22,small,1.6909,0.0705
001,2018-10-22,medium,1.4237,0.0593
001,2018-10-22,large,2.1846,0.091
001,2018-10-23,small,0.2245,0.0094
001,2018-10-23,medium,0.1412,0.0059
001,2018-10-23,large,0.2227,0.0093
001,2018-10-24,small,0.4613,0.0192
001,2018-10-24,medium,0.3275,0.0136
001,2018-10-24,large,0.5264,0.0219
001,2018-10-25,small,0.4265,0.0178
001,2018-10-25,medium,0.2991,0.0125
001,2018-10-25,large,0.4803,0.02
001,2018-10-26,small,0.149,0.0062
001,2018-10-26,medium,0.0868,0.0036
001,2018-10-26,large,0.1344,0.0056
001,2018-10-27,small,0.1572,0.0066
001,2018-10-27,medium,0.0925,0.0039
001,2018-10-27,large,0.1437,0.006
001,2018-10-28,small,0.4379,0.0182
001,2018-10-28,medium,0.3083,0.0128
001,2018-10-28,large,0.4953,0.0206
001,2018-10-29,small,1.0052,0.0419
001,2018-10-29,medium,0.7964,0.0332
001,2018-10-29,large,1.2638,0.0527
001,2018-10-30,small,0.0975,0.0041
001,2018-10-30,medium,0.0522,0.0022
001,2018-10-30,large,0.079,0.0033
001,2018-10-31,small,1.0656,0.0444
001,2018-10-31,medium,0.8505,0.0354
001,2018-10-31,large,1.346,0.0561
001,2018-11-01,small,0.9092,0.0379
001,2018-11-01,medium,0.7112,0.0296
001,2018-11-01,large,1.1331,0.0472
001,2018-11-02,small,0.6344,0.0264
001,2018-11-02,medium,0.4723,0.0197
001,2018-11-02,large,0.759,0.0316
001,2018-11-03,small,4.5212,0.1884
001,2018-11-03,medium,4.155,0.1731
001,2018-11-03,large,5.6718,0.2363
001,2018-11-04,small,0.2245,0.0094
001,2018-11-04,medium,0.1412,0.0059
001,2018-11-04,large,0.2227,0.0093
001,2018-11-05,small,0.4265,0.0178
001,2018-11-05,medium,0.2991,0.0125
001,2018-11-05,large,0.4803,0.02
001,2018-11-06,small,0.3624,0.0151
001,2018-11-06,medium,0.2475,0.0103
001,2018-11-06,large,0.3964,0.0165
001,2018-11-07,small,0.1384,0.0058
001,2018-11-07,medium,0.0795,0.0033
001,2018-11-07,large,0.1227,0.0051
001,2018-11-08,small,0.2002,0.0083
001,2018-11-08,medium,0.1233,0.0051
001,2018-11-08,large,0.1936,0.0081
001,2018-11-09,small,1.7581,0.0733
001,2018-11-09,medium,1.4864,0.0619
001,2018-11-09,large,2.2733,0.0947
001,2018-11-10,small,0.7433,0.031
001,2018-11-10,medium,0.5658,0.0236
001,2018-11-10,large,0.9069,0.0378
001,2018-11-11,small,0.383,0.016
001,2018-11-11,medium,0.2639,0.011
001,2018-11-11,large,0.4231,0.0176
001,2018-11-12,small,2.2343,0.0931
001,2018-11-12,medium,1.9352,0.0806
001,2018-11-12,large,2.8922,0.1205
001,2018-11-13,small,0.2964,0.0123
001,2018-11-13,medium,0.1957,0.0082
001,2018-11-13,large,0.3118,0.013
001,2018-11-14,small,0.3675,0.0153
001,2018-11-14,medium,0.2515,0.0105
001,2018-11-14,large,0.403,0.0168
001,2018-11-15,small,0.498,0.0208
001,2018-11-15,medium,0.3577,0.0149
001,2018-11-15,large,0.5752,0.024
001,2018-11-16,small,0.8456,0.0352
001,2018-11-16,medium,0.6551,0.0273
001,2018-11-16,large,1.0464,0.0436
001,2018-11-17,small,0.1871,0.0078
001,2018-11-17,medium,0.1138,0.0047
001,2018-11-17,large,0.1782,0.0074
001,2018-11-18,small,0.1936,0.0081
001,2018-11-18,medium,0.1185,0.0049
001,2018-11-18,large,0.1858,0.0077
001,2018-11-19,small,4.8689,0.2029
001,2018-11-19,medium,4.4982,0.1874
001,2018-11-19,large,6.0714,0.253
001,2018-11-20,small,0.1871,0.0078
001,2018-11-20,medium,0.1138,0.0047
001,2018-11-20,large,0.1782,0.0074
001,2018-11-21,small,0.3008,0.0125
001,2018-11-21,medium,0.1991,0.0083
001,2018-11-21,large,0.3174,0.0132
001,2018-11-22,small,1.7446,0.0727
001,2018-11-22,medium,1.4737,0.0614
001,2018-11-22,large,2.2554,0.094
001,2018-11-23,small,0.6644,0.0277
001,2018-11-23,medium,0.4979,0.0207
001,2018-11-23,large,0.7996,0.0333
001,2018-11-24,small,0.8368,0.0349
001,2018-11-24,medium,0.6474,0.027
001,2018-11-24,large,1.0343,0.0431
001,2018-11-25,small,0.2392,0.01
001,2018-11-25,medium,0.1522,0.0063
001,2018-11-25,large,0.2407,0.01
001,2018-11-26,small,0.1544,0.0064
001,2018-11-26,medium,0.0906,0.0038
001,2018-11-26,large,0.1406,0.0059
001,2018-11-27,small,0.333,0.0139
001,2018-11-27,medium,0.2242,0.0093
001,2018-11-27,large,0.3584,0.0149
001,2018-11-28,small,1.171,0.0488
001,2018-11-28,medium,0.9456,0.0394
001,2018-11-28,large,1.489,0.062
001,2018-11-29,small,0.2002,0.0083
001,2018-11-29,medium,0.1233,0.0051
001,2018-11-29,large,0.1936,0.0081
001,2018-11-30,small,0.7031,0.0293
001,2018-11-30,medium,0.5311,0.0221
001,2018-11-30,large,0.8522,0.0355
001,2018-12-01,small,0.4437,0.0185
001,2018-12-01,medium,0.313,0.013
001,2018-12-01,large,0.503,0.021
001,2018-12-02,small,0.4794,0.02
001,2018-12-02,medium,0.3423,0.0143
001,2018-12-02,large,0.5504,0.0229
001,2018-12-03,small,0.6418,0.0267
001,2018-12-03,medium,0.4786,0.0199
001,2018-12-03,large,0.769,0.032
001,2018-12-04,small,0.5842,0.0243
001,2018-12-04,medium,0.4297,0.0179
001,2018-12-04,large,0.691,0.0288
001,2018-12-05,small,0.6418,0.0267
001,2018-12-05,medium,0.4786,0.0199
001,2018-12-05,large,0.769,0.032
001,2018-12-06,small,0.3475,0.0145
001,2018-12-06,medium,0.2357,0.0098
001,2018-12-06,large,0.3771,0.0157
001,2018-12-07,small,0.9469,0.0395
001,2018-12-07,medium,0.7446,0.031
001,2018-12-07,large,1.1845,0.0494
001,2018-12-08,small,2.0256,0.0844
001,2018-12-08,medium,1.7376,0.0724
001,2018-12-08,large,2.6228,0.1093
001,2018-12-09,small,4.1213,0.1717
001,2018-12-09,medium,3.7617,0.1567
001,2018-12-09,large,5.2056,0.2169
001,2018-12-10,small,0.7681,0.032
001,2018-12-10,medium,0.5874,0.0245
001,2018-12-10,large,0.9407,0.0392
001,2018-12-11,small,0.4098,0.0171
001,2018-12-11,medium,0.2855,0.0119
001,2018-12-11,large,0.4583,0.0191
001,2018-12-12,small,0.8908,0.0371
001,2018-12-12,medium,0.6949,0.029
001,2018-12-12,large,1.108,0.0462
001,2018-12-13,small,0.3726,0.0155
001,2018-12-13,medium,0.2556,0.0107
001,2018-12-13,large,0.4096,0.0171
001,2018-12-14,small,3.7851,0.1577
001,2018-12-14,medium,3.4324,0.143
001,2018-12-14,large,4.8078,0.2003
001,2018-12-15,small,0.7351,0.0306
001,2018-12-15,medium,0.5588,0.0233
001,2018-12-15,large,0.8958,0.0373
001,2018-12-16,small,0.2355,0.0098
001,2018-12-16,medium,0.1494,0.0062
001,2018-12-16,large,0.2361,0.0098
001,2018-12-17,small,0.4098,0.0171
001,2018-12-17,medium,0.2855,0.0119
001,2018-12-17,large,0.4583,0.0191
001,2018-12-18,small,0.498,0.0208
001,2018-12-18,medium,0.3577,0.0149
001,2018-12-18,large,0.5752,0.024
001,2018-12-19,small,0.2964,0.0123
001,2018-12-19,medium,0.1957,0.0082
001,2018-12-19,large,0.3118,0.013
001,2018-12-20,small,0.9469,0.0395
001,2018-12-20,medium,0.7446,0.031
001,2018-12-20,large,1.1845,0.0494
001,2018-12-21,small,0.6418,0.0267
001,2018-12-21,medium,0.4786,0.0199
001,2018-12-21,large,0.769,0.032
001,2018-12-22,small,0.6797,0.0283
001,2018-12-22,medium,0.511,0.0213
001,2018-12-22,large,0.8204,0.0342
001,2018-12-23,small,0.4322,0.018
001,2018-12-23,medium,0.3037,0.0127
001,2018-12-23,large,0.4878,0.0203
001,2018-12-24,small,1.2149,0.0506
001,2018-12-24,medium,0.9853,0.0411
001,2018-12-24,large,1.5483,0.0645
001,2018-12-25,small,0.4673,0.0195
001,2018-12-25,medium,0.3324,0.0138
001,2018-12-25,large,0.5343,0.0223
001,2018-12-26,small,0.3989,0.0166
001,2018-12-26,medium,0.2767,0.0115
001,2018-12-26,large,0.444,0.0185
001,2018-12-27,small,6.943,0.2893
001,2018-12-27,medium,6.5635,0.2735
001,2018-12-27,large,8.3593,0.3483
001,2018-12-28,small,1.1071,0.0461
001,2018-12-28,medium,0.8878,0.037
001,2018-12-28,large,1.4023,0.0584
001,2018-12-29,small,0.5366,0.0224
001,2018-12-29,medium,0.3898,0.0162
001,2018-12-29,large,0.627,0.0261
001,2018-12-30,small,0.4613,0.0192
001,2018-12-30,medium,0.3275,0.0136
001,2018-12-30,large,0.5264,0.0219
001,2018-12-31,small,10.3405,0.4309
001,2018-12-31,medium,9.9905,0.4163
001,2018-12-31,large,11.8257,0.4927
001,2019-01-01,small,1.0554,0.044
001,2019-01-01,medium,0.8414,0.0351
001,2019-01-01,large,1.3321,0.0555
001,2019-01-02,small,0.5842,0.0243
001,2019-01-02,medium,0.4297,0.0179
001,2019-01-02,large,0.691,0.0288
001,2019-01-03,small,0.8019,0.0334
001,2019-01-03,medium,0.6169,0.0257
001,2019-01-03,large,0.9869,0.0411
001,2019-01-04,small,3.3312,0.1388
001,2019-01-04,medium,2.99,0.1246
001,2019-01-04,large,4.2616,0.1776
001,2019-01-05,small,1.2939,0.0539
001,2019-01-05,medium,1.0572,0.0441
001,2019-01-05,large,1.6549,0.069
001,2019-01-06,small,0.4265,0.0178
001,2019-01-06,medium,0.2991,0.0125
001,2019-01-06,large,0.4803,0.02
001,2019-01-07,small,0.4098,0.0171
001,2019-01-07,medium,0.2855,0.0119
001,2019-01-07,large,0.4583,0.0191
001,2019-01-08,small,0.275,0.0115
001,2019-01-08,medium,0.1793,0.0075
001,2019-01-08,large,0.2849,0.0119
001,2019-01-09,small,1.226,0.0511
001,2019-01-09,medium,0.9954,0.0415
001,2019-01-09,large,1.5633,0.0651
001,2019-01-10,small,0.7934,0.0331
001,2019-01-10,medium,0.6094,0.0254
001,2019-01-10,large,0.9752,0.0406
001,2019-01-11,small,0.4437,0.0185
001,2019-01-11,medium,0.313,0.013
001,2019-01-11,large,0.503,0.021
001,2019-01-12,small,1.7854,0.0744
001,2019-01-12,medium,1.5119,0.063
001,2019-01-12,large,2.3091,0.0962
001,2019-01-13,small,0.672,0.028
001,2019-01-13,medium,0.5044,0.021
001,2019-01-13,large,0.81,0.0337
001,2019-01-14,small,0.7031,0.0293
001,2019-01-14,medium,0.5311,0.0221
001,2019-01-14,large,0.8522,0.0355
001,2019-01-15,small,1.0759,0.0448
001,2019-01-15,medium,0.8598,0.0358
001,2019-01-15,large,1.3599,0.0567
001,2019-01-16,small,1.6121,0.0672
001,2019-01-16,medium,1.3503,0.0563
001,2019-01-16,large,2.0803,0.0867
001,2019-01-17,small,0.8816,0.0367
001,2019-01-17,medium,0.6868,0.0286
001,2019-01-17,large,1.0955,0.0456
001,2019-01-18,small,0.5499,0.0229
001,2019-01-18,medium,0.4009,0.0167
001,2019-01-18,large,0.6449,0.0269
001,2019-01-19,small,2.3891,0.0995
001,2019-01-19,medium,2.0825,0.0868
001,2019-01-19,large,3.09,0.1288
001,2019-01-20,small,0.8106,0.0338
001,2019-01-20,medium,0.6244,0.026
001,2019-01-20,large,0.9986,0.0416
001,2019-01-21,small,1.7043,0.071
001,2019-01-21,medium,1.4361,0.0598
001,2019-01-21,large,2.2023,0.0918
001,2019-01-22,small,4.4828,0.1868
001,2019-01-22,medium,4.1172,0.1715
001,2019-01-22,large,5.6273,0.2345
001,2019-01-23,small,0.9,0.0375
001,2019-01-23,medium,0.703,0.0293
001,2019-01-23,large,1.1205,0.0467
001,2019-01-24,small,0.5842,0.0243
001,2019-01-24,medium,0.4297,0.0179
001,2019-01-24,large,0.691,0.0288
001,2019-01-25,small,0.4554,0.019
001,2019-01-25,medium,0.3226,0.0134
001,2019-01-25,large,0.5185,0.0216
001,2019-01-26,small,0.4265,0.0178
001,2019-01-26,medium,0.2991,0.0125
001,2019-01-26,large,0.4803,0.02
001,2019-01-27,small,0.5366,0.0224
001,2019-01-27,medium,0.3898,0.0162
001,2019-01-27,large,0.627,0.0261
001,2019-01-28,small,1.2372,0.0515
001,2019-01-28,medium,1.0055,0.0419
001,2019-01-28,large,1.5784,0.0658
001,2019-01-29,small,1.5991,0.0666
001,2019-01-29,medium,1.3383,0.0558
001,2019-01-29,large,2.0631,0.086
001,2019-01-30,small,1.0966,0.0457
001,2019-01-30,medium,0.8784,0.0366
001,2019-01-30,large,1.3881,0.0578
001,2019-01-31,small,0.8019,0.0334
001,2019-01-31,medium,0.6169,0.0257
001,2019-01-31,large,0.9869,0.0411
001,2019-02-01,small,2.4523,0.1022
001,2019-02-01,medium,2.1428,0.0893
001,2019-02-01,large,3.1703,0.1321
001,2019-02-02,small,0.6952,0.029
001,2019-02-02,medium,0.5244,0.0218
001,2019-02-02,large,0.8416,0.0351
001,2019-02-03,small,0.6418,0.0267
001,2019-02-03,medium,0.4786,0.0199
001,2019-02-03,large,0.769,0.032
001,2019-02-04,small,1.6251,0.0677
001,2019-02-04,medium,1.3624,0.0568
001,2019-02-04,large,2.0975,0.0874
001,2019-02-05,small,9.316,0.3882
001,2019-02-05,medium,8.9528,0.373
001,2019-02-05,large,10.8133,0.4506
001,2019-02-06,small,2.0548,0.0856
001,2019-02-06,medium,1.7652,0.0735
001,2019-02-06,large,2.6607,0.1109
001,2019-02-07,small,0.6797,0.0283
001,2019-02-07,medium,0.511,0.0213
001,2019-02-07,large,0.8204,0.0342
001,2019-02-08,small,1.0862,0.0453
001,2019-02-08,medium,0.869,0.0362
001,2019-02-08,large,1.374,0.0572
001,2019-02-09,small,1.7854,0.0744
001,2019-02-09,medium,1.5119,0.063
001,2019-02-09,large,2.3091,0.0962
001,2019-02-10,small,1.5862,0.0661
001,2019-02-10,medium,1.3263,0.0553
001,2019-02-10,large,2.046,0.0852
001,2019-02-11,small,5.3373,0.2224
001,2019-02-11,medium,4.9621,0.2068
001,2019-02-11,large,6.6017,0.2751
001,2019-02-12,small,9.4203,0.3925
001,2019-02-12,medium,9.0583,0.3774
001,2019-02-12,large,10.9176,0.4549
001,2019-02-13,small,1.2372,0.0515
001,2019-02-13,medium,1.0055,0.0419
001,2019-02-13,large,1.5784,0.0658
001,2019-02-14,small,1.1176,0.0466
001,2019-02-14,medium,0.8973,0.0374
001,2019-02-14,large,1.4165,0.059
001,2019-02-15,small,0.711,0.0296
001,2019-02-15,medium,0.538,0.0224
001,2019-02-15,large,0.863,0.036
001,2019-02-16,small,1.6251,0.0677
001,2019-02-16,medium,1.3624,0.0568
001,2019-02-16,large,2.0975,0.0874
001,2019-02-17,small,1.1388,0.0474
001,2019-02-17,medium,0.9164,0.0382
001,2019-02-17,large,1.4453,0.0602
001,2019-02-18,small,1.1928,0.0497
001,2019-02-18,medium,0.9653,0.0402
001,2019-02-18,large,1.5185,0.0633
001,2019-02-19,small,2.5161,0.1048
001,2019-02-19,medium,2.2038,0.0918
001,2019-02-19,large,3.2512,0.1355
001,2019-02-20,small,0.9469,0.0395
001,2019-02-20,medium,0.7446,0.031
001,2019-02-20,large,1.1845,0.0494
001,2019-02-21,small,0.711,0.0296
001,2019-02-21,medium,0.538,0.0224
001,2019-02-21,large,0.863,0.036
001,2019-02-22,small,10.2434,0.4268
001,2019-02-22,medium,9.892,0.4122
001,2019-02-22,large,11.731,0.4888
001,2019-02-23,small,2.795,0.1165
001,2019-02-23,medium,2.4715,0.103
001,2019-02-23,large,3.6014,0.1501
001,2019-02-24,small,0.9469,0.0395
001,2019-02-24,medium,0.7446,0.031
001,2019-02-24,large,1.1845,0.0494
001,2019-02-25,small,4.0836,0.1702
001,2019-02-25,medium,3.7247,0.1552
001,2019-02-25,large,5.1613,0.2151
001,2019-02-26,small,1.1176,0.0466
001,2019-02-26,medium,0.8973,0.0374
001,2019-02-26,large,1.4165,0.059
001,2019-02-27,small,3.2779,0.1366
001,2019-02-27,medium,2.9383,0.1224
001,2019-02-27,large,4.1967,0.1749
001,2019-02-28,small,4.8107,0.2004
001,2019-02-28,medium,4.4407,0.185
001,2019-02-28,large,6.0048,0.2502
001,2019-03-01,small,0.7934,0.0331
001,2019-03-01,medium,0.6094,0.0254
001,2019-03-01,large,0.9752,0.0406
001,2019-03-02,small,1.6513,0.0688
001,2019-03-02,medium,1.3867,0.0578
001,2019-03-02,large,2.1322,0.0888
001,2019-03-03,small,1.0151,0.0423
001,2019-03-03,medium,0.8053,0.0336
001,2019-03-03,large,1.2773,0.0532
001,2019-03-04,small,1.6513,0.0688
001,2019-03-04,medium,1.3867,0.0578
001,2019-03-04,large,2.1322,0.0888
001,2019-03-05,small,2.8792,0.12
001,2019-03-05,medium,2.5526,0.1064
001,2019-03-05,large,3.7062,0.1544
001,2019-03-06,small,1.2824,0.0534
001,2019-03-06,medium,1.0468,0.0436
001,2019-03-06,large,1.6394,0.0683
001,2019-03-07,small,0.928,0.0387
001,2019-03-07,medium,0.7278,0.0303
001,2019-03-07,large,1.1586,0.0483
001,2019-03-08,small,0.719,0.03
001,2019-03-08,medium,0.5449,0.0227
001,2019-03-08,large,0.8739,0.0364
001,2019-03-09,small,3.8964,0.1624
001,2019-03-09,medium,3.5413,0.1476
001,2019-03-09,large,4.9401,0.2058
001,2019-03-10,small,1.7581,0.0733
001,2019-03-10,medium,1.4864,0.0619
001,2019-03-10,large,2.2733,0.0947
001,2019-03-11,small,2.2191,0.0925
001,2019-03-11,medium,1.9208,0.08
001,2019-03-11,large,2.8726,0.1197
001,2019-03-12,small,2.7284,0.1137
001,2019-03-12,medium,2.4073,0.1003
001,2019-03-12,large,3.5182,0.1466
001,2019-03-13,small,2.0695,0.0862
001,2019-03-13,medium,1.7791,0.0741
001,2019-03-13,large,2.6798,0.1117
001,2019-03-14,small,1.8129,0.0755
001,2019-03-14,medium,1.5376,0.0641
001,2019-03-14,large,2.3452,0.0977
001,2019-03-15,small,1.317,0.0549
001,2019-03-15,medium,1.0783,0.0449
001,2019-03-15,large,1.6859,0.0702
001,2019-03-16,small,1.0862,0.0453
001,2019-03-16,medium,0.869,0.0362
001,2019-03-16,large,1.374,0.0572
001,2019-03-17,small,2.5001,0.1042
001,2019-03-17,medium,2.1885,0.0912
001,2019-03-17,large,3.2309,0.1346
001,2019-03-18,small,1.1928,0.0497
001,2019-03-18,medium,0.9653,0.0402
001,2019-03-18,large,1.5185,0.0633
001,2019-03-19,small,1.1819,0.0492
001,2019-03-19,medium,0.9554,0.0398
001,2019-03-19,large,1.5037,0.0627
001,2019-03-20,small,1.2372,0.0515
001,2019-03-20,medium,1.0055,0.0419
001,2019-03-20,large,1.5784,0.0658
001,2019-03-21,small,1.9966,0.0832
001,2019-03-21,medium,1.7102,0.0713
001,2019-03-21,large,2.5851,0.1077
001,2019-03-22,small,1.171,0.0488
001,2019-03-22,medium,0.9456,0.0394
001,2019-03-22,large,1.489,0.062
001,2019-03-23,small,1.3054,0.0544
001,2019-03-23,medium,1.0677,0.0445
001,2019-03-23,large,1.6704,0.0696
001,2019-03-24,small,1.7176,0.0716
001,2019-03-24,medium,1.4486,0.0604
001,2019-03-24,large,2.2199,0.0925
001,2019-03-25,small,2.0548,0.0856
001,2019-03-25,medium,1.7652,0.0735
001,2019-03-25,large,2.6607,0.1109
001,2019-03-26,small,1.7717,0.0738
001,2019-03-26,medium,1.4991,0.0625
001,2019-03-26,large,2.2912,0.0955
001,2019-03-27,small,0.9374,0.0391
001,2019-03-27,medium,0.7361,0.0307
001,2019-03-27,large,1.1715,0.0488
001,2019-03-28,small,6.2992,0.2625
001,2019-03-28,medium,5.9196,0.2467
001,2019-03-28,large,7.6651,0.3194
001,2019-03-29,small,1.3639,0.0568
001,2019-03-29,medium,1.1212,0.0467
001,2019-03-29,large,1.749,0.0729
001,2019-03-30,small,7.5583,0.3149
001,2019-03-30,medium,7.1808,0.2992
001,2019-03-30,large,9.0108,0.3755
001,2019-03-31,small,2.3734,0.0989
001,2019-03-31,medium,2.0676,0.0861
001,2019-03-31,large,3.07,0.1279
